province,crop_name,year,month,sold_quantity,average_price,predicted_quantity,model_name
Hải Phòng,Ổi,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Hải Phòng,Ổi,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Hải Phòng,Ổi,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Hải Phòng,Ổi,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Hải Phòng,Ổi,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Hải Phòng,Ổi,2026,4,0.0,0.0,73.59,GradientBoostingRegressor
Hải Phòng,Ổi,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Hải Phòng,Ổi,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Hải Phòng,Ổi,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Hồ Chí Minh,Bưởi,2025,7,70.59,27156.599999999995,1143.01,GradientBoostingRegressor
Hồ Chí Minh,Bưởi,2025,8,363.05,27156.599999999995,3117.12,GradientBoostingRegressor
Hồ Chí Minh,Bưởi,2025,9,2724.9300000000003,27162.12489186877,8504.96,GradientBoostingRegressor
Hồ Chí Minh,Bưởi,2025,10,4319.47,29597.03713112952,14215.27,GradientBoostingRegressor
Hồ Chí Minh,Bưởi,2025,11,2702.79,25177.04927674736,7877.01,GradientBoostingRegressor
Hồ Chí Minh,Bưởi,2025,12,1382.24,24364.582993546708,4964.07,GradientBoostingRegressor
Hồ Chí Minh,Bưởi,2026,1,3250.6,26432.079854949858,12168.11,GradientBoostingRegressor
Hồ Chí Minh,Bưởi,2026,2,433.45,33314.6,2917.64,GradientBoostingRegressor
Hồ Chí Minh,Bưởi,2026,3,897.3000000000001,31824.827121252645,5653.16,GradientBoostingRegressor
Hồ Chí Minh,Bưởi,2026,4,1095.09,30008.85293172251,6384.2,GradientBoostingRegressor
Hồ Chí Minh,Bưởi,2026,5,0.0,0.0,30.99,GradientBoostingRegressor
Hồ Chí Minh,Bưởi,2026,6,0.0,0.0,30.99,GradientBoostingRegressor
Hồ Chí Minh,Bưởi,2026,7,0.0,0.0,-12.39,GradientBoostingRegressor
Hồ Chí Minh,Chôm Chôm,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Hồ Chí Minh,Chôm Chôm,2025,8,1129.6,12602.84418865085,18942.08,GradientBoostingRegressor
Hồ Chí Minh,Chôm Chôm,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Hồ Chí Minh,Chôm Chôm,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Hồ Chí Minh,Chôm Chôm,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Hồ Chí Minh,Chôm Chôm,2025,12,93.44,18956.56,2791.67,GradientBoostingRegressor
Hồ Chí Minh,Chôm Chôm,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Hồ Chí Minh,Chôm Chôm,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Hồ Chí Minh,Chôm Chôm,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Hồ Chí Minh,Chôm Chôm,2026,4,78.31,21538.29,3645.27,GradientBoostingRegressor
Hồ Chí Minh,Chôm Chôm,2026,5,1138.47,13530.089611935316,19466.02,GradientBoostingRegressor
Hồ Chí Minh,Chôm Chôm,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Hồ Chí Minh,Chôm Chôm,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Hồ Chí Minh,Dứa,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Hồ Chí Minh,Dứa,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Hồ Chí Minh,Dứa,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Hồ Chí Minh,Dứa,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Hồ Chí Minh,Dứa,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Hồ Chí Minh,Dứa,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Hồ Chí Minh,Dứa,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Hồ Chí Minh,Dứa,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Hồ Chí Minh,Dứa,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Hồ Chí Minh,Dứa,2026,4,0.0,0.0,73.59,GradientBoostingRegressor
Hồ Chí Minh,Dứa,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Hồ Chí Minh,Dứa,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Hồ Chí Minh,Dứa,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Hồ Chí Minh,Mít,2025,7,0.0,0.0,50.63,GradientBoostingRegressor
Hồ Chí Minh,Mít,2025,8,0.0,0.0,50.63,GradientBoostingRegressor
Hồ Chí Minh,Mít,2025,9,0.0,0.0,-13.96,GradientBoostingRegressor
Hồ Chí Minh,Mít,2025,10,0.0,0.0,-7.89,GradientBoostingRegressor
Hồ Chí Minh,Mít,2025,11,0.0,0.0,-7.89,GradientBoostingRegressor
Hồ Chí Minh,Mít,2025,12,0.0,0.0,-7.89,GradientBoostingRegressor
Hồ Chí Minh,Mít,2026,1,0.0,0.0,9.63,GradientBoostingRegressor
Hồ Chí Minh,Mít,2026,2,0.0,0.0,9.63,GradientBoostingRegressor
Hồ Chí Minh,Mít,2026,3,0.0,0.0,94.01,GradientBoostingRegressor
Hồ Chí Minh,Mít,2026,4,0.0,0.0,94.01,GradientBoostingRegressor
Hồ Chí Minh,Mít,2026,5,0.0,0.0,94.01,GradientBoostingRegressor
Hồ Chí Minh,Mít,2026,6,0.0,0.0,94.01,GradientBoostingRegressor
Hồ Chí Minh,Mít,2026,7,0.0,0.0,50.63,GradientBoostingRegressor
Hồ Chí Minh,Nho,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Hồ Chí Minh,Nho,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Hồ Chí Minh,Nho,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Hồ Chí Minh,Nho,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Hồ Chí Minh,Nho,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Hồ Chí Minh,Nho,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Hồ Chí Minh,Nho,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Hồ Chí Minh,Nho,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Hồ Chí Minh,Nho,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Hồ Chí Minh,Nho,2026,4,0.0,0.0,73.59,GradientBoostingRegressor
Hồ Chí Minh,Nho,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Hồ Chí Minh,Nho,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Hồ Chí Minh,Nho,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Hồ Chí Minh,Rau Cải,2025,7,0.0,0.0,-25.77,GradientBoostingRegressor
Hồ Chí Minh,Rau Cải,2025,8,88.32,11681.17,3594.81,GradientBoostingRegressor
Hồ Chí Minh,Rau Cải,2025,9,874.92,11292.83,7273.7,GradientBoostingRegressor
Hồ Chí Minh,Rau Cải,2025,10,444.2,12510.7,5131.93,GradientBoostingRegressor
Hồ Chí Minh,Rau Cải,2025,11,1977.52,13884.87604979975,11677.5,GradientBoostingRegressor
Hồ Chí Minh,Rau Cải,2025,12,1841.95,13231.98635891311,12220.26,GradientBoostingRegressor
Hồ Chí Minh,Rau Cải,2026,1,131.7,14965.68,3662.24,GradientBoostingRegressor
Hồ Chí Minh,Rau Cải,2026,2,682.3199999999999,12980.945396001876,8997.11,GradientBoostingRegressor
Hồ Chí Minh,Rau Cải,2026,3,2207.61,11551.602366948871,15956.78,GradientBoostingRegressor
Hồ Chí Minh,Rau Cải,2026,4,1493.11,13010.22752637113,15356.32,GradientBoostingRegressor
Hồ Chí Minh,Rau Cải,2026,5,221.29,14818.392766053596,3838.22,GradientBoostingRegressor
Hồ Chí Minh,Rau Cải,2026,6,327.14,11792.93,5680.47,GradientBoostingRegressor
Hồ Chí Minh,Rau Cải,2026,7,112.3,14743.649999999998,3794.84,GradientBoostingRegressor
Hồ Chí Minh,Sầu Riêng,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Hồ Chí Minh,Sầu Riêng,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Hồ Chí Minh,Sầu Riêng,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Hồ Chí Minh,Sầu Riêng,2025,10,425.35,63449.86,4419.85,GradientBoostingRegressor
Hồ Chí Minh,Sầu Riêng,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Hồ Chí Minh,Sầu Riêng,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Hồ Chí Minh,Sầu Riêng,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Hồ Chí Minh,Sầu Riêng,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Hồ Chí Minh,Sầu Riêng,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Hồ Chí Minh,Sầu Riêng,2026,4,0.0,0.0,73.59,GradientBoostingRegressor
Hồ Chí Minh,Sầu Riêng,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Hồ Chí Minh,Sầu Riêng,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Hồ Chí Minh,Sầu Riêng,2026,7,291.27,51640.45,3998.58,GradientBoostingRegressor
Hồ Chí Minh,Thanh Long,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Hồ Chí Minh,Thanh Long,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Hồ Chí Minh,Thanh Long,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Hồ Chí Minh,Thanh Long,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Hồ Chí Minh,Thanh Long,2025,11,1076.03,11445.22,11238.43,GradientBoostingRegressor
Hồ Chí Minh,Thanh Long,2025,12,1278.65,11445.22,11803.88,GradientBoostingRegressor
Hồ Chí Minh,Thanh Long,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Hồ Chí Minh,Thanh Long,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Hồ Chí Minh,Thanh Long,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Hồ Chí Minh,Thanh Long,2026,4,250.6,11658.76,4373.8,GradientBoostingRegressor
Hồ Chí Minh,Thanh Long,2026,5,184.07,11168.96,4373.8,GradientBoostingRegressor
Hồ Chí Minh,Thanh Long,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Hồ Chí Minh,Thanh Long,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Hồ Chí Minh,Xoài,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Hồ Chí Minh,Xoài,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Hồ Chí Minh,Xoài,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Hồ Chí Minh,Xoài,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Hồ Chí Minh,Xoài,2025,11,50.27,28818.470000000005,1798.95,GradientBoostingRegressor
Hồ Chí Minh,Xoài,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Hồ Chí Minh,Xoài,2026,1,179.04,29046.430000000004,3060.49,GradientBoostingRegressor
Hồ Chí Minh,Xoài,2026,2,1492.45,18768.26,15461.46,GradientBoostingRegressor
Hồ Chí Minh,Xoài,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Hồ Chí Minh,Xoài,2026,4,1651.24,18627.04,16802.98,GradientBoostingRegressor
Hồ Chí Minh,Xoài,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Hồ Chí Minh,Xoài,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Hồ Chí Minh,Xoài,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Hồ Chí Minh,Ổi,2025,7,1070.5400000000002,15723.009999999997,12726.56,GradientBoostingRegressor
Hồ Chí Minh,Ổi,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Hồ Chí Minh,Ổi,2025,9,797.52,14760.88,8413.82,GradientBoostingRegressor
Hồ Chí Minh,Ổi,2025,10,138.32,14051.87,3289.25,GradientBoostingRegressor
Hồ Chí Minh,Ổi,2025,11,150.14,14051.87,3289.25,GradientBoostingRegressor
Hồ Chí Minh,Ổi,2025,12,601.75,12192.489999999998,8101.48,GradientBoostingRegressor
Hồ Chí Minh,Ổi,2026,1,803.86,15922.08,9811.08,GradientBoostingRegressor
Hồ Chí Minh,Ổi,2026,2,620.36,14862.580000000002,9214.23,GradientBoostingRegressor
Hồ Chí Minh,Ổi,2026,3,152.32,15487.2,4226.37,GradientBoostingRegressor
Hồ Chí Minh,Ổi,2026,4,309.93,15487.2,5770.03,GradientBoostingRegressor
Hồ Chí Minh,Ổi,2026,5,176.99,18093.0,4225.33,GradientBoostingRegressor
Hồ Chí Minh,Ổi,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Hồ Chí Minh,Ổi,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Khánh Hòa,Bưởi,2025,7,267.01,27233.39,2836.73,GradientBoostingRegressor
Khánh Hòa,Bưởi,2025,8,359.62,27233.389999999992,3729.56,GradientBoostingRegressor
Khánh Hòa,Bưởi,2025,9,0.0,0.0,-76.98,GradientBoostingRegressor
Khánh Hòa,Bưởi,2025,10,0.0,0.0,-70.9,GradientBoostingRegressor
Khánh Hòa,Bưởi,2025,11,0.0,0.0,-70.9,GradientBoostingRegressor
Khánh Hòa,Bưởi,2025,12,693.42,29942.82,6061.68,GradientBoostingRegressor
Khánh Hòa,Bưởi,2026,1,0.0,0.0,-52.36,GradientBoostingRegressor
Khánh Hòa,Bưởi,2026,2,0.0,0.0,-52.36,GradientBoostingRegressor
Khánh Hòa,Bưởi,2026,3,0.0,0.0,32.02,GradientBoostingRegressor
Khánh Hòa,Bưởi,2026,4,0.0,0.0,30.99,GradientBoostingRegressor
Khánh Hòa,Bưởi,2026,5,0.0,0.0,30.99,GradientBoostingRegressor
Khánh Hòa,Bưởi,2026,6,0.0,0.0,30.99,GradientBoostingRegressor
Khánh Hòa,Bưởi,2026,7,0.0,0.0,-12.39,GradientBoostingRegressor
Khánh Hòa,Chôm Chôm,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Khánh Hòa,Chôm Chôm,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Khánh Hòa,Chôm Chôm,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Khánh Hòa,Chôm Chôm,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Khánh Hòa,Chôm Chôm,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Khánh Hòa,Chôm Chôm,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Khánh Hòa,Chôm Chôm,2026,1,419.0,16355.06,8813.35,GradientBoostingRegressor
Khánh Hòa,Chôm Chôm,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Khánh Hòa,Chôm Chôm,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Khánh Hòa,Chôm Chôm,2026,4,0.0,0.0,73.59,GradientBoostingRegressor
Khánh Hòa,Chôm Chôm,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Khánh Hòa,Chôm Chôm,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Khánh Hòa,Chôm Chôm,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Khánh Hòa,Dứa,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Khánh Hòa,Dứa,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Khánh Hòa,Dứa,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Khánh Hòa,Dứa,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Khánh Hòa,Dứa,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Khánh Hòa,Dứa,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Khánh Hòa,Dứa,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Khánh Hòa,Dứa,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Khánh Hòa,Dứa,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Khánh Hòa,Dứa,2026,4,0.0,0.0,73.59,GradientBoostingRegressor
Khánh Hòa,Dứa,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Khánh Hòa,Dứa,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Khánh Hòa,Dứa,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Khánh Hòa,Mít,2025,7,0.0,0.0,50.63,GradientBoostingRegressor
Khánh Hòa,Mít,2025,8,0.0,0.0,50.63,GradientBoostingRegressor
Khánh Hòa,Mít,2025,9,380.12,13904.25,5571.47,GradientBoostingRegressor
Khánh Hòa,Mít,2025,10,489.5,13904.25,5741.01,GradientBoostingRegressor
Khánh Hòa,Mít,2025,11,0.0,0.0,-7.89,GradientBoostingRegressor
Khánh Hòa,Mít,2025,12,0.0,0.0,-7.89,GradientBoostingRegressor
Khánh Hòa,Mít,2026,1,222.1,10985.07,4763.85,GradientBoostingRegressor
Khánh Hòa,Mít,2026,2,0.0,0.0,9.63,GradientBoostingRegressor
Khánh Hòa,Mít,2026,3,0.0,0.0,94.01,GradientBoostingRegressor
Khánh Hòa,Mít,2026,4,0.0,0.0,94.01,GradientBoostingRegressor
Khánh Hòa,Mít,2026,5,0.0,0.0,94.01,GradientBoostingRegressor
Khánh Hòa,Mít,2026,6,0.0,0.0,94.01,GradientBoostingRegressor
Khánh Hòa,Mít,2026,7,0.0,0.0,50.63,GradientBoostingRegressor
Khánh Hòa,Nho,2025,7,4039.03,43413.832389930256,38335.86,GradientBoostingRegressor
Khánh Hòa,Nho,2025,8,23413.82,36186.92448635037,216613.15,GradientBoostingRegressor
Khánh Hòa,Nho,2025,9,17107.71,35238.26253633012,110753.86,GradientBoostingRegressor
Khánh Hòa,Nho,2025,10,13446.61,40065.74717466335,73345.43,GradientBoostingRegressor
Khánh Hòa,Nho,2025,11,5140.76,43903.59206983014,44327.62,GradientBoostingRegressor
Khánh Hòa,Nho,2025,12,7391.93,43951.907559216605,59397.09,GradientBoostingRegressor
Khánh Hòa,Nho,2026,1,20937.99,35440.629635862846,172670.59,GradientBoostingRegressor
Khánh Hòa,Nho,2026,2,23554.95,34942.03636169043,115431.27,GradientBoostingRegressor
Khánh Hòa,Nho,2026,3,20487.62,35189.52747480674,193346.61,GradientBoostingRegressor
Khánh Hòa,Nho,2026,4,12579.58,43481.75039209576,116743.56,GradientBoostingRegressor
Khánh Hòa,Nho,2026,5,4150.46,43067.5687042882,39301.35,GradientBoostingRegressor
Khánh Hòa,Nho,2026,6,1671.69,44203.25893592712,15382.61,GradientBoostingRegressor
Khánh Hòa,Nho,2026,7,843.73,44879.91280018489,9523.88,GradientBoostingRegressor
Khánh Hòa,Rau Cải,2025,7,912.8,11908.084625766873,8656.03,GradientBoostingRegressor
Khánh Hòa,Rau Cải,2025,8,267.63,11668.6,4744.25,GradientBoostingRegressor
Khánh Hòa,Rau Cải,2025,9,1256.2,13478.266055086768,10943.71,GradientBoostingRegressor
Khánh Hòa,Rau Cải,2025,10,824.76,13922.750000000002,7681.14,GradientBoostingRegressor
Khánh Hòa,Rau Cải,2025,11,0.0,14223.81,1922.54,GradientBoostingRegressor
Khánh Hòa,Rau Cải,2025,12,355.65,11549.349978068329,4855.81,GradientBoostingRegressor
Khánh Hòa,Rau Cải,2026,1,2136.09,13872.946844093649,14008.78,GradientBoostingRegressor
Khánh Hòa,Rau Cải,2026,2,1023.25,12578.89,12281.66,GradientBoostingRegressor
Khánh Hòa,Rau Cải,2026,3,1249.43,13000.845787599144,13795.03,GradientBoostingRegressor
Khánh Hòa,Rau Cải,2026,4,0.0,10757.16,3156.18,GradientBoostingRegressor
Khánh Hòa,Rau Cải,2026,5,569.69,13827.557232178904,6279.61,GradientBoostingRegressor
Khánh Hòa,Rau Cải,2026,6,788.28,13246.572851271125,9472.55,GradientBoostingRegressor
Khánh Hòa,Rau Cải,2026,7,0.0,0.0,-25.77,GradientBoostingRegressor
Khánh Hòa,Sầu Riêng,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Khánh Hòa,Sầu Riêng,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Khánh Hòa,Sầu Riêng,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Khánh Hòa,Sầu Riêng,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Khánh Hòa,Sầu Riêng,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Khánh Hòa,Sầu Riêng,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Khánh Hòa,Sầu Riêng,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Khánh Hòa,Sầu Riêng,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Khánh Hòa,Sầu Riêng,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Khánh Hòa,Sầu Riêng,2026,4,953.71,76137.68795755523,8371.06,GradientBoostingRegressor
Khánh Hòa,Sầu Riêng,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Khánh Hòa,Sầu Riêng,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Khánh Hòa,Sầu Riêng,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Khánh Hòa,Thanh Long,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Khánh Hòa,Thanh Long,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Khánh Hòa,Thanh Long,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Khánh Hòa,Thanh Long,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Khánh Hòa,Thanh Long,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Khánh Hòa,Thanh Long,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Khánh Hòa,Thanh Long,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Khánh Hòa,Thanh Long,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Khánh Hòa,Thanh Long,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Khánh Hòa,Thanh Long,2026,4,0.0,0.0,73.59,GradientBoostingRegressor
Khánh Hòa,Thanh Long,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Khánh Hòa,Thanh Long,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Khánh Hòa,Thanh Long,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Khánh Hòa,Xoài,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Khánh Hòa,Xoài,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Khánh Hòa,Xoài,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Khánh Hòa,Xoài,2025,10,507.02,20338.85,5656.05,GradientBoostingRegressor
Khánh Hòa,Xoài,2025,11,214.72,25184.27,3216.23,GradientBoostingRegressor
Khánh Hòa,Xoài,2025,12,594.12,20564.76,7506.17,GradientBoostingRegressor
Khánh Hòa,Xoài,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Khánh Hòa,Xoài,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Khánh Hòa,Xoài,2026,3,1355.08,22735.881811848747,18056.16,GradientBoostingRegressor
Khánh Hòa,Xoài,2026,4,1467.1,19493.09721218731,16299.87,GradientBoostingRegressor
Khánh Hòa,Xoài,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Khánh Hòa,Xoài,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Khánh Hòa,Xoài,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Khánh Hòa,Ổi,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Khánh Hòa,Ổi,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Khánh Hòa,Ổi,2025,9,481.56,16063.623607027164,5439.83,GradientBoostingRegressor
Khánh Hòa,Ổi,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Khánh Hòa,Ổi,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Khánh Hòa,Ổi,2025,12,1916.19,11932.86,16544.05,GradientBoostingRegressor
Khánh Hòa,Ổi,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Khánh Hòa,Ổi,2026,2,476.02,13573.91,6074.4,GradientBoostingRegressor
Khánh Hòa,Ổi,2026,3,1036.59,17295.267090749476,13251.52,GradientBoostingRegressor
Khánh Hòa,Ổi,2026,4,34.91,18554.86,3245.74,GradientBoostingRegressor
Khánh Hòa,Ổi,2026,5,400.21,15570.61,6157.75,GradientBoostingRegressor
Khánh Hòa,Ổi,2026,6,2618.32,14156.406995210673,24004.89,GradientBoostingRegressor
Khánh Hòa,Ổi,2026,7,801.12,14060.975154284002,9943.68,GradientBoostingRegressor
Lai Châu,Bưởi,2025,7,0.0,0.0,-12.39,GradientBoostingRegressor
Lai Châu,Bưởi,2025,8,0.0,0.0,-12.39,GradientBoostingRegressor
Lai Châu,Bưởi,2025,9,0.0,0.0,-76.98,GradientBoostingRegressor
Lai Châu,Bưởi,2025,10,0.0,0.0,-70.9,GradientBoostingRegressor
Lai Châu,Bưởi,2025,11,0.0,0.0,-70.9,GradientBoostingRegressor
Lai Châu,Bưởi,2025,12,61.36,22561.77,1770.49,GradientBoostingRegressor
Lai Châu,Bưởi,2026,1,267.26,22561.77,3001.92,GradientBoostingRegressor
Lai Châu,Bưởi,2026,2,0.0,0.0,-52.36,GradientBoostingRegressor
Lai Châu,Bưởi,2026,3,0.0,0.0,32.02,GradientBoostingRegressor
Lai Châu,Bưởi,2026,4,0.0,0.0,30.99,GradientBoostingRegressor
Lai Châu,Bưởi,2026,5,0.0,0.0,30.99,GradientBoostingRegressor
Lai Châu,Bưởi,2026,6,0.0,0.0,30.99,GradientBoostingRegressor
Lai Châu,Bưởi,2026,7,0.0,0.0,-12.39,GradientBoostingRegressor
Lai Châu,Chôm Chôm,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Lai Châu,Chôm Chôm,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Lai Châu,Chôm Chôm,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Lai Châu,Chôm Chôm,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Lai Châu,Chôm Chôm,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Lai Châu,Chôm Chôm,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Lai Châu,Chôm Chôm,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Lai Châu,Chôm Chôm,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Lai Châu,Chôm Chôm,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Lai Châu,Chôm Chôm,2026,4,0.0,0.0,73.59,GradientBoostingRegressor
Lai Châu,Chôm Chôm,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Lai Châu,Chôm Chôm,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Lai Châu,Chôm Chôm,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Lai Châu,Dứa,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Lai Châu,Dứa,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Lai Châu,Dứa,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Lai Châu,Dứa,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Lai Châu,Dứa,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
