province,crop_name,year,month,harvest_quantity,sold_quantity,average_price
Hưng Yên,Xoài,2026,3,31597.52,1289.67,22741.3128917475
Hưng Yên,Xoài,2026,4,0.0,526.7,23744.78
Hưng Yên,Xoài,2026,5,16133.5,2169.39,18160.853669971744
Hưng Yên,Xoài,2026,6,4445.17,186.14,22487.08
Hưng Yên,Xoài,2026,7,0.0,0.0,0.0
Hưng Yên,Ổi,2025,7,0.0,0.0,0.0
Hưng Yên,Ổi,2025,8,0.0,0.0,0.0
Hưng Yên,Ổi,2025,9,0.0,0.0,0.0
Hưng Yên,Ổi,2025,10,0.0,0.0,0.0
Hưng Yên,Ổi,2025,11,0.0,0.0,0.0
Hưng Yên,Ổi,2025,12,0.0,0.0,0.0
Hưng Yên,Ổi,2026,1,0.0,0.0,0.0
Hưng Yên,Ổi,2026,2,0.0,0.0,0.0
Hưng Yên,Ổi,2026,3,0.0,0.0,0.0
Hưng Yên,Ổi,2026,4,0.0,0.0,0.0
Hưng Yên,Ổi,2026,5,0.0,0.0,0.0
Hưng Yên,Ổi,2026,6,0.0,0.0,0.0
Hưng Yên,Ổi,2026,7,0.0,0.0,0.0
Hải Phòng,Bưởi,2025,7,0.0,0.0,0.0
Hải Phòng,Bưởi,2025,8,0.0,0.0,0.0
Hải Phòng,Bưởi,2025,9,0.0,0.0,0.0
Hải Phòng,Bưởi,2025,10,0.0,0.0,0.0
Hải Phòng,Bưởi,2025,11,0.0,0.0,0.0
Hải Phòng,Bưởi,2025,12,0.0,0.0,0.0
Hải Phòng,Bưởi,2026,1,0.0,0.0,0.0
Hải Phòng,Bưởi,2026,2,0.0,0.0,0.0
Hải Phòng,Bưởi,2026,3,2063.58,0.0,34232.755000000005
Hải Phòng,Bưởi,2026,4,0.0,97.83000000000001,33937.61253194317
Hải Phòng,Bưởi,2026,5,0.0,0.0,0.0
Hải Phòng,Bưởi,2026,6,692.83,88.32,25754.57
Hải Phòng,Bưởi,2026,7,0.0,0.0,0.0
Hải Phòng,Chôm chôm,2025,7,0.0,0.0,0.0
Hải Phòng,Chôm chôm,2025,8,0.0,0.0,0.0
Hải Phòng,Chôm chôm,2025,9,0.0,0.0,0.0
Hải Phòng,Chôm chôm,2025,10,0.0,0.0,0.0
Hải Phòng,Chôm chôm,2025,11,0.0,0.0,0.0
Hải Phòng,Chôm chôm,2025,12,0.0,0.0,0.0
Hải Phòng,Chôm chôm,2026,1,0.0,0.0,0.0
Hải Phòng,Chôm chôm,2026,2,0.0,0.0,0.0
Hải Phòng,Chôm chôm,2026,3,0.0,0.0,0.0
Hải Phòng,Chôm chôm,2026,4,0.0,0.0,0.0
Hải Phòng,Chôm chôm,2026,5,0.0,0.0,0.0
Hải Phòng,Chôm chôm,2026,6,0.0,0.0,0.0
Hải Phòng,Chôm chôm,2026,7,0.0,0.0,0.0
Hải Phòng,Dứa,2025,7,0.0,0.0,0.0
Hải Phòng,Dứa,2025,8,0.0,0.0,0.0
Hải Phòng,Dứa,2025,9,0.0,0.0,0.0
Hải Phòng,Dứa,2025,10,0.0,0.0,0.0
Hải Phòng,Dứa,2025,11,0.0,0.0,0.0
Hải Phòng,Dứa,2025,12,0.0,0.0,0.0
Hải Phòng,Dứa,2026,1,0.0,0.0,0.0
Hải Phòng,Dứa,2026,2,0.0,0.0,0.0
Hải Phòng,Dứa,2026,3,20002.06,2443.5299999999997,6866.490000000001
Hải Phòng,Dứa,2026,4,0.0,231.93,6866.489999999999
Hải Phòng,Dứa,2026,5,0.0,0.0,0.0
Hải Phòng,Dứa,2026,6,0.0,0.0,0.0
Hải Phòng,Dứa,2026,7,0.0,0.0,0.0
Hải Phòng,Mít,2025,7,0.0,0.0,0.0
Hải Phòng,Mít,2025,8,0.0,0.0,0.0
Hải Phòng,Mít,2025,9,0.0,0.0,0.0
Hải Phòng,Mít,2025,10,0.0,0.0,0.0
Hải Phòng,Mít,2025,11,0.0,0.0,0.0
Hải Phòng,Mít,2025,12,1880.45,103.86000000000001,10157.79
Hải Phòng,Mít,2026,1,0.0,41.74,10157.79
Hải Phòng,Mít,2026,2,0.0,0.0,0.0
Hải Phòng,Mít,2026,3,0.0,0.0,0.0
Hải Phòng,Mít,2026,4,0.0,0.0,0.0
Hải Phòng,Mít,2026,5,0.0,0.0,0.0
Hải Phòng,Mít,2026,6,0.0,0.0,0.0
Hải Phòng,Mít,2026,7,0.0,0.0,0.0
Hải Phòng,Nho,2025,7,0.0,0.0,0.0
Hải Phòng,Nho,2025,8,0.0,0.0,0.0
Hải Phòng,Nho,2025,9,0.0,0.0,0.0
Hải Phòng,Nho,2025,10,0.0,0.0,0.0
Hải Phòng,Nho,2025,11,0.0,0.0,0.0
Hải Phòng,Nho,2025,12,0.0,0.0,0.0
Hải Phòng,Nho,2026,1,0.0,0.0,0.0
Hải Phòng,Nho,2026,2,0.0,0.0,0.0
Hải Phòng,Nho,2026,3,0.0,0.0,0.0
Hải Phòng,Nho,2026,4,0.0,0.0,0.0
Hải Phòng,Nho,2026,5,0.0,0.0,0.0
Hải Phòng,Nho,2026,6,0.0,0.0,0.0
Hải Phòng,Nho,2026,7,0.0,0.0,0.0
Hải Phòng,Rau cải,2025,7,0.0,0.0,0.0
Hải Phòng,Rau cải,2025,8,0.0,0.0,0.0
Hải Phòng,Rau cải,2025,9,0.0,0.0,0.0
Hải Phòng,Rau cải,2025,10,0.0,0.0,0.0
Hải Phòng,Rau cải,2025,11,0.0,0.0,0.0
Hải Phòng,Rau cải,2025,12,0.0,0.0,0.0
Hải Phòng,Rau cải,2026,1,0.0,0.0,0.0
Hải Phòng,Rau cải,2026,2,0.0,0.0,0.0
Hải Phòng,Rau cải,2026,3,0.0,0.0,0.0
Hải Phòng,Rau cải,2026,4,0.0,0.0,0.0
Hải Phòng,Rau cải,2026,5,0.0,0.0,0.0
Hải Phòng,Rau cải,2026,6,0.0,0.0,0.0
Hải Phòng,Rau cải,2026,7,0.0,0.0,0.0
Hải Phòng,Sầu riêng,2025,7,0.0,0.0,0.0
Hải Phòng,Sầu riêng,2025,8,0.0,0.0,0.0
Hải Phòng,Sầu riêng,2025,9,0.0,0.0,0.0
Hải Phòng,Sầu riêng,2025,10,0.0,0.0,0.0
Hải Phòng,Sầu riêng,2025,11,0.0,0.0,0.0
Hải Phòng,Sầu riêng,2025,12,0.0,0.0,0.0
Hải Phòng,Sầu riêng,2026,1,0.0,0.0,0.0
Hải Phòng,Sầu riêng,2026,2,0.0,0.0,0.0
Hải Phòng,Sầu riêng,2026,3,0.0,0.0,0.0
Hải Phòng,Sầu riêng,2026,4,0.0,0.0,0.0
Hải Phòng,Sầu riêng,2026,5,0.0,0.0,0.0
Hải Phòng,Sầu riêng,2026,6,0.0,0.0,0.0
Hải Phòng,Sầu riêng,2026,7,0.0,0.0,0.0
Hải Phòng,Thanh long,2025,7,27781.43,776.56,11017.550842948389
Hải Phòng,Thanh long,2025,8,0.0,1650.97,10901.667578453878
Hải Phòng,Thanh long,2025,9,0.0,0.0,0.0
Hải Phòng,Thanh long,2025,10,0.0,0.0,0.0
Hải Phòng,Thanh long,2025,11,15000.210000000001,1536.79,15538.382036452605
Hải Phòng,Thanh long,2025,12,0.0,166.23000000000002,15930.509999999998
Hải Phòng,Thanh long,2026,1,0.0,0.0,0.0
Hải Phòng,Thanh long,2026,2,0.0,0.0,0.0
Hải Phòng,Thanh long,2026,3,0.0,0.0,0.0
Hải Phòng,Thanh long,2026,4,0.0,0.0,0.0
Hải Phòng,Thanh long,2026,5,0.0,0.0,0.0
Hải Phòng,Thanh long,2026,6,0.0,0.0,0.0
Hải Phòng,Thanh long,2026,7,0.0,0.0,0.0
Hải Phòng,Xoài,2025,7,0.0,0.0,0.0
Hải Phòng,Xoài,2025,8,0.0,0.0,0.0
Hải Phòng,Xoài,2025,9,0.0,0.0,0.0
Hải Phòng,Xoài,2025,10,0.0,0.0,0.0
Hải Phòng,Xoài,2025,11,0.0,0.0,0.0
Hải Phòng,Xoài,2025,12,0.0,0.0,0.0
Hải Phòng,Xoài,2026,1,3169.13,179.73,21681.34
Hải Phòng,Xoài,2026,2,34206.26,1992.78,18365.74
Hải Phòng,Xoài,2026,3,0.0,0.0,0.0
Hải Phòng,Xoài,2026,4,0.0,0.0,0.0
Hải Phòng,Xoài,2026,5,4912.43,240.35,20060.62
Hải Phòng,Xoài,2026,6,21701.23,663.01,23074.870094719536
Hải Phòng,Xoài,2026,7,0.0,375.36,19196.721294757037
Hải Phòng,Ổi,2025,7,0.0,0.0,0.0
Hải Phòng,Ổi,2025,8,0.0,0.0,0.0
Hải Phòng,Ổi,2025,9,0.0,0.0,0.0
Hải Phòng,Ổi,2025,10,0.0,0.0,0.0
Hải Phòng,Ổi,2025,11,0.0,0.0,0.0
Hải Phòng,Ổi,2025,12,0.0,0.0,0.0
Hải Phòng,Ổi,2026,1,0.0,0.0,0.0
Hải Phòng,Ổi,2026,2,0.0,0.0,0.0
Hải Phòng,Ổi,2026,3,0.0,0.0,0.0
Hải Phòng,Ổi,2026,4,0.0,0.0,0.0
Hải Phòng,Ổi,2026,5,0.0,0.0,0.0
Hải Phòng,Ổi,2026,6,0.0,0.0,0.0
Hải Phòng,Ổi,2026,7,0.0,0.0,0.0
Hồ Chí Minh,Bưởi,2025,7,3483.44,70.59,27156.599999999995
Hồ Chí Minh,Bưởi,2025,8,0.0,363.05,27156.599999999995
Hồ Chí Minh,Bưởi,2025,9,14569.71,2724.9300000000003,27162.124891868778
Hồ Chí Minh,Bưởi,2025,10,12317.75,4319.47,29597.037131129513
Hồ Chí Minh,Bưởi,2025,11,13356.21,2702.79,25177.04927674736
Hồ Chí Minh,Bưởi,2025,12,10372.42,1382.24,24364.582993546708
Hồ Chí Minh,Bưởi,2026,1,4041.85,3250.6,26432.079854949858
Hồ Chí Minh,Bưởi,2026,2,3549.24,433.45,33314.6
Hồ Chí Minh,Bưởi,2026,3,7934.45,897.3000000000001,31824.827121252645
Hồ Chí Minh,Bưởi,2026,4,5870.43,1095.09,30008.85293172251
Hồ Chí Minh,Bưởi,2026,5,0.0,0.0,0.0
Hồ Chí Minh,Bưởi,2026,6,0.0,0.0,0.0
Hồ Chí Minh,Bưởi,2026,7,0.0,0.0,0.0
Hồ Chí Minh,Chôm chôm,2025,7,0.0,0.0,0.0
Hồ Chí Minh,Chôm chôm,2025,8,17913.57,1129.6,12602.84418865085
Hồ Chí Minh,Chôm chôm,2025,9,0.0,0.0,0.0
Hồ Chí Minh,Chôm chôm,2025,10,0.0,0.0,0.0
Hồ Chí Minh,Chôm chôm,2025,11,0.0,0.0,0.0
Hồ Chí Minh,Chôm chôm,2025,12,4735.21,93.44,18956.56
Hồ Chí Minh,Chôm chôm,2026,1,0.0,0.0,0.0
Hồ Chí Minh,Chôm chôm,2026,2,0.0,0.0,0.0
Hồ Chí Minh,Chôm chôm,2026,3,0.0,0.0,0.0
Hồ Chí Minh,Chôm chôm,2026,4,6822.22,78.31,21538.289999999997
Hồ Chí Minh,Chôm chôm,2026,5,16073.75,1138.47,13530.089611935316
Hồ Chí Minh,Chôm chôm,2026,6,0.0,0.0,0.0
Hồ Chí Minh,Chôm chôm,2026,7,0.0,0.0,0.0
Hồ Chí Minh,Dứa,2025,7,0.0,0.0,0.0
Hồ Chí Minh,Dứa,2025,8,0.0,0.0,0.0
Hồ Chí Minh,Dứa,2025,9,0.0,0.0,0.0
Hồ Chí Minh,Dứa,2025,10,0.0,0.0,0.0
Hồ Chí Minh,Dứa,2025,11,0.0,0.0,0.0
Hồ Chí Minh,Dứa,2025,12,0.0,0.0,0.0
Hồ Chí Minh,Dứa,2026,1,0.0,0.0,0.0
Hồ Chí Minh,Dứa,2026,2,0.0,0.0,0.0
Hồ Chí Minh,Dứa,2026,3,0.0,0.0,0.0
Hồ Chí Minh,Dứa,2026,4,0.0,0.0,0.0
Hồ Chí Minh,Dứa,2026,5,0.0,0.0,0.0
Hồ Chí Minh,Dứa,2026,6,0.0,0.0,0.0
Hồ Chí Minh,Dứa,2026,7,0.0,0.0,0.0
Hồ Chí Minh,Mít,2025,7,0.0,0.0,0.0
Hồ Chí Minh,Mít,2025,8,0.0,0.0,0.0
Hồ Chí Minh,Mít,2025,9,0.0,0.0,0.0
Hồ Chí Minh,Mít,2025,10,0.0,0.0,0.0
Hồ Chí Minh,Mít,2025,11,0.0,0.0,0.0
Hồ Chí Minh,Mít,2025,12,0.0,0.0,0.0
Hồ Chí Minh,Mít,2026,1,0.0,0.0,0.0
Hồ Chí Minh,Mít,2026,2,0.0,0.0,0.0
Hồ Chí Minh,Mít,2026,3,0.0,0.0,0.0
Hồ Chí Minh,Mít,2026,4,0.0,0.0,0.0
Hồ Chí Minh,Mít,2026,5,0.0,0.0,0.0
Hồ Chí Minh,Mít,2026,6,0.0,0.0,0.0
Hồ Chí Minh,Mít,2026,7,0.0,0.0,0.0
Hồ Chí Minh,Nho,2025,7,0.0,0.0,0.0
Hồ Chí Minh,Nho,2025,8,0.0,0.0,0.0
Hồ Chí Minh,Nho,2025,9,0.0,0.0,0.0
Hồ Chí Minh,Nho,2025,10,0.0,0.0,0.0
Hồ Chí Minh,Nho,2025,11,0.0,0.0,0.0
Hồ Chí Minh,Nho,2025,12,0.0,0.0,0.0
Hồ Chí Minh,Nho,2026,1,0.0,0.0,0.0
Hồ Chí Minh,Nho,2026,2,0.0,0.0,0.0
Hồ Chí Minh,Nho,2026,3,0.0,0.0,0.0
Hồ Chí Minh,Nho,2026,4,0.0,0.0,0.0
Hồ Chí Minh,Nho,2026,5,0.0,0.0,0.0
Hồ Chí Minh,Nho,2026,6,0.0,0.0,0.0
Hồ Chí Minh,Nho,2026,7,0.0,0.0,0.0
Hồ Chí Minh,Rau cải,2025,7,0.0,0.0,0.0
Hồ Chí Minh,Rau cải,2025,8,1897.14,88.32,11681.17
Hồ Chí Minh,Rau cải,2025,9,11753.11,874.92,11292.83
Hồ Chí Minh,Rau cải,2025,10,1992.8,444.2,12510.7
Hồ Chí Minh,Rau cải,2025,11,6072.0,1977.52,13884.87604979975
Hồ Chí Minh,Rau cải,2025,12,10899.89,1841.95,13231.98635891311
Hồ Chí Minh,Rau cải,2026,1,2211.2,131.7,14965.68
Hồ Chí Minh,Rau cải,2026,2,10055.79,682.3199999999999,12980.945396001876
Hồ Chí Minh,Rau cải,2026,3,26268.18,2207.61,11551.602366948871
Hồ Chí Minh,Rau cải,2026,4,12334.43,1493.11,13010.22752637113
Hồ Chí Minh,Rau cải,2026,5,5373.71,221.29000000000002,14818.392766053596
Hồ Chí Minh,Rau cải,2026,6,5077.74,327.14,11792.93
Hồ Chí Minh,Rau cải,2026,7,3970.81,112.30000000000001,14743.649999999998
Hồ Chí Minh,Sầu riêng,2025,7,0.0,0.0,0.0
Hồ Chí Minh,Sầu riêng,2025,8,0.0,0.0,0.0
Hồ Chí Minh,Sầu riêng,2025,9,0.0,0.0,0.0
Hồ Chí Minh,Sầu riêng,2025,10,3206.21,425.35,63449.86
Hồ Chí Minh,Sầu riêng,2025,11,0.0,0.0,0.0
Hồ Chí Minh,Sầu riêng,2025,12,0.0,0.0,0.0
Hồ Chí Minh,Sầu riêng,2026,1,0.0,0.0,0.0
Hồ Chí Minh,Sầu riêng,2026,2,0.0,0.0,0.0
Hồ Chí Minh,Sầu riêng,2026,3,0.0,0.0,0.0
Hồ Chí Minh,Sầu riêng,2026,4,0.0,0.0,0.0
Hồ Chí Minh,Sầu riêng,2026,5,0.0,0.0,0.0
Hồ Chí Minh,Sầu riêng,2026,6,0.0,0.0,0.0
Hồ Chí Minh,Sầu riêng,2026,7,4231.51,291.27,51640.45
Hồ Chí Minh,Thanh long,2025,7,0.0,0.0,0.0
Hồ Chí Minh,Thanh long,2025,8,0.0,0.0,0.0
Hồ Chí Minh,Thanh long,2025,9,0.0,0.0,0.0
Hồ Chí Minh,Thanh long,2025,10,0.0,0.0,0.0
Hồ Chí Minh,Thanh long,2025,11,15739.04,1076.03,11445.220000000001
Hồ Chí Minh,Thanh long,2025,12,0.0,1278.65,11445.22
Hồ Chí Minh,Thanh long,2026,1,0.0,0.0,0.0
Hồ Chí Minh,Thanh long,2026,2,0.0,0.0,0.0
Hồ Chí Minh,Thanh long,2026,3,0.0,0.0,0.0
Hồ Chí Minh,Thanh long,2026,4,6545.29,250.6,11658.76
Hồ Chí Minh,Thanh long,2026,5,7899.37,184.07,11168.96
Hồ Chí Minh,Thanh long,2026,6,0.0,0.0,0.0
Hồ Chí Minh,Thanh long,2026,7,0.0,0.0,0.0
Hồ Chí Minh,Xoài,2025,7,0.0,0.0,0.0
Hồ Chí Minh,Xoài,2025,8,0.0,0.0,0.0
Hồ Chí Minh,Xoài,2025,9,0.0,0.0,0.0
Hồ Chí Minh,Xoài,2025,10,0.0,0.0,0.0
Hồ Chí Minh,Xoài,2025,11,3659.96,50.269999999999996,28818.470000000005
Hồ Chí Minh,Xoài,2025,12,0.0,0.0,0.0
Hồ Chí Minh,Xoài,2026,1,4297.45,179.04,29046.430000000004
Hồ Chí Minh,Xoài,2026,2,9784.64,1492.45,18768.26
Hồ Chí Minh,Xoài,2026,3,0.0,0.0,0.0
Hồ Chí Minh,Xoài,2026,4,15223.45,1651.24,18627.04
Hồ Chí Minh,Xoài,2026,5,0.0,0.0,0.0
Hồ Chí Minh,Xoài,2026,6,0.0,0.0,0.0
Hồ Chí Minh,Xoài,2026,7,0.0,0.0,0.0
Hồ Chí Minh,Ổi,2025,7,3573.51,1070.5400000000002,15723.009999999997
Hồ Chí Minh,Ổi,2025,8,0.0,0.0,0.0
Hồ Chí Minh,Ổi,2025,9,5925.28,797.52,14760.880000000001
Hồ Chí Minh,Ổi,2025,10,5342.21,138.32,14051.87
Hồ Chí Minh,Ổi,2025,11,0.0,150.14,14051.87
Hồ Chí Minh,Ổi,2025,12,4051.46,601.75,12192.489999999998
Hồ Chí Minh,Ổi,2026,1,11847.68,803.86,15922.08
Hồ Chí Minh,Ổi,2026,2,11182.12,620.36,14862.580000000002
Hồ Chí Minh,Ổi,2026,3,6805.93,152.32,15487.2
Hồ Chí Minh,Ổi,2026,4,1632.23,309.93,15487.199999999999
Hồ Chí Minh,Ổi,2026,5,0.0,176.99,18093.0
Hồ Chí Minh,Ổi,2026,6,0.0,0.0,0.0
Hồ Chí Minh,Ổi,2026,7,0.0,0.0,0.0
Khánh Hòa,Bưởi,2025,7,3152.56,267.01,27233.389999999996
Khánh Hòa,Bưởi,2025,8,0.0,359.62,27233.389999999992
Khánh Hòa,Bưởi,2025,9,0.0,0.0,0.0
Khánh Hòa,Bưởi,2025,10,0.0,0.0,0.0
Khánh Hòa,Bưởi,2025,11,0.0,0.0,0.0
Khánh Hòa,Bưởi,2025,12,5271.2,693.42,29942.82
Khánh Hòa,Bưởi,2026,1,0.0,0.0,0.0
Khánh Hòa,Bưởi,2026,2,0.0,0.0,0.0
Khánh Hòa,Bưởi,2026,3,0.0,0.0,0.0
Khánh Hòa,Bưởi,2026,4,0.0,0.0,0.0
Khánh Hòa,Bưởi,2026,5,0.0,0.0,0.0
Khánh Hòa,Bưởi,2026,6,0.0,0.0,0.0
Khánh Hòa,Bưởi,2026,7,0.0,0.0,0.0
Khánh Hòa,Chôm chôm,2025,7,0.0,0.0,0.0
Khánh Hòa,Chôm chôm,2025,8,0.0,0.0,0.0
Khánh Hòa,Chôm chôm,2025,9,0.0,0.0,0.0
Khánh Hòa,Chôm chôm,2025,10,0.0,0.0,0.0
Khánh Hòa,Chôm chôm,2025,11,0.0,0.0,0.0
Khánh Hòa,Chôm chôm,2025,12,0.0,0.0,0.0
Khánh Hòa,Chôm chôm,2026,1,2423.8,419.0,16355.06
Khánh Hòa,Chôm chôm,2026,2,0.0,0.0,0.0
Khánh Hòa,Chôm chôm,2026,3,0.0,0.0,0.0
Khánh Hòa,Chôm chôm,2026,4,0.0,0.0,0.0
Khánh Hòa,Chôm chôm,2026,5,0.0,0.0,0.0
Khánh Hòa,Chôm chôm,2026,6,0.0,0.0,0.0
Khánh Hòa,Chôm chôm,2026,7,0.0,0.0,0.0
Khánh Hòa,Dứa,2025,7,0.0,0.0,0.0
Khánh Hòa,Dứa,2025,8,0.0,0.0,0.0
Khánh Hòa,Dứa,2025,9,0.0,0.0,0.0
Khánh Hòa,Dứa,2025,10,0.0,0.0,0.0
Khánh Hòa,Dứa,2025,11,0.0,0.0,0.0
Khánh Hòa,Dứa,2025,12,0.0,0.0,0.0
Khánh Hòa,Dứa,2026,1,0.0,0.0,0.0
Khánh Hòa,Dứa,2026,2,0.0,0.0,0.0
Khánh Hòa,Dứa,2026,3,0.0,0.0,0.0
Khánh Hòa,Dứa,2026,4,0.0,0.0,0.0
Khánh Hòa,Dứa,2026,5,0.0,0.0,0.0
Khánh Hòa,Dứa,2026,6,0.0,0.0,0.0
Khánh Hòa,Dứa,2026,7,0.0,0.0,0.0
Khánh Hòa,Mít,2025,7,0.0,0.0,0.0
Khánh Hòa,Mít,2025,8,0.0,0.0,0.0
Khánh Hòa,Mít,2025,9,8979.79,380.12,13904.25
Khánh Hòa,Mít,2025,10,0.0,489.5,13904.25
Khánh Hòa,Mít,2025,11,0.0,0.0,0.0
Khánh Hòa,Mít,2025,12,0.0,0.0,0.0
Khánh Hòa,Mít,2026,1,5425.04,222.10000000000002,10985.07
Khánh Hòa,Mít,2026,2,0.0,0.0,0.0
Khánh Hòa,Mít,2026,3,0.0,0.0,0.0
Khánh Hòa,Mít,2026,4,0.0,0.0,0.0
Khánh Hòa,Mít,2026,5,0.0,0.0,0.0
Khánh Hòa,Mít,2026,6,0.0,0.0,0.0
Khánh Hòa,Mít,2026,7,0.0,0.0,0.0
Khánh Hòa,Nho,2025,7,33474.53,4039.03,43413.832389930256
Khánh Hòa,Nho,2025,8,221190.3,23413.82,36186.92448635037
Khánh Hòa,Nho,2025,9,112390.06,17107.71,35238.26253633012
Khánh Hòa,Nho,2025,10,64970.52,13446.61,40065.74717466335
Khánh Hòa,Nho,2025,11,35870.93,5140.76,43903.59206983014
Khánh Hòa,Nho,2025,12,70406.34,7391.93,43951.907559216605
Khánh Hòa,Nho,2026,1,130393.77,20937.99,35440.629635862846
Khánh Hòa,Nho,2026,2,111291.09,23554.95,34942.03636169043
Khánh Hòa,Nho,2026,3,140720.51,20487.62,35189.52747480674
Khánh Hòa,Nho,2026,4,123568.76,12579.58,43481.75039209576
Khánh Hòa,Nho,2026,5,51254.85,4150.46,43067.5687042882
Khánh Hòa,Nho,2026,6,17289.85,1671.69,44203.258935927115
Khánh Hòa,Nho,2026,7,20690.99,843.73,44879.91280018489
Khánh Hòa,Rau cải,2025,7,8077.620000000001,912.8,11908.084625766873
Khánh Hòa,Rau cải,2025,8,4127.89,267.63,11668.6
Khánh Hòa,Rau cải,2025,9,10683.86,1256.2,13478.266055086768
Khánh Hòa,Rau cải,2025,10,3773.25,824.76,13922.750000000002
Khánh Hòa,Rau cải,2025,11,2139.37,0.0,14223.81
Khánh Hòa,Rau cải,2025,12,1485.66,355.65,11549.349978068327
Khánh Hòa,Rau cải,2026,1,6987.799999999999,2136.09,13872.946844093647
Khánh Hòa,Rau cải,2026,2,5045.81,1023.25,12578.89
Khánh Hòa,Rau cải,2026,3,6677.57,1249.43,13000.845787599144
Khánh Hòa,Rau cải,2026,4,1134.09,0.0,10757.16
Khánh Hòa,Rau cải,2026,5,2050.15,569.69,13827.557232178904
Khánh Hòa,Rau cải,2026,6,7644.009999999999,788.28,13246.572851271123
Khánh Hòa,Rau cải,2026,7,0.0,0.0,0.0
Khánh Hòa,Sầu riêng,2025,7,0.0,0.0,0.0
Khánh Hòa,Sầu riêng,2025,8,0.0,0.0,0.0
Khánh Hòa,Sầu riêng,2025,9,0.0,0.0,0.0
Khánh Hòa,Sầu riêng,2025,10,0.0,0.0,0.0
Khánh Hòa,Sầu riêng,2025,11,0.0,0.0,0.0
Khánh Hòa,Sầu riêng,2025,12,0.0,0.0,0.0
Khánh Hòa,Sầu riêng,2026,1,0.0,0.0,0.0
Khánh Hòa,Sầu riêng,2026,2,0.0,0.0,0.0
Khánh Hòa,Sầu riêng,2026,3,0.0,0.0,0.0
Khánh Hòa,Sầu riêng,2026,4,7562.74,953.71,76137.68795755523
Khánh Hòa,Sầu riêng,2026,5,0.0,0.0,0.0
Khánh Hòa,Sầu riêng,2026,6,0.0,0.0,0.0
Khánh Hòa,Sầu riêng,2026,7,0.0,0.0,0.0
Khánh Hòa,Thanh long,2025,7,0.0,0.0,0.0
Khánh Hòa,Thanh long,2025,8,0.0,0.0,0.0
Khánh Hòa,Thanh long,2025,9,0.0,0.0,0.0
Khánh Hòa,Thanh long,2025,10,0.0,0.0,0.0
Khánh Hòa,Thanh long,2025,11,0.0,0.0,0.0
Khánh Hòa,Thanh long,2025,12,0.0,0.0,0.0
Khánh Hòa,Thanh long,2026,1,0.0,0.0,0.0
Khánh Hòa,Thanh long,2026,2,0.0,0.0,0.0
Khánh Hòa,Thanh long,2026,3,0.0,0.0,0.0
Khánh Hòa,Thanh long,2026,4,0.0,0.0,0.0
Khánh Hòa,Thanh long,2026,5,0.0,0.0,0.0
Khánh Hòa,Thanh long,2026,6,0.0,0.0,0.0
Khánh Hòa,Thanh long,2026,7,0.0,0.0,0.0
Khánh Hòa,Xoài,2025,7,0.0,0.0,0.0
Khánh Hòa,Xoài,2025,8,0.0,0.0,0.0
Khánh Hòa,Xoài,2025,9,0.0,0.0,0.0
Khánh Hòa,Xoài,2025,10,3118.51,507.02,20338.85
Khánh Hòa,Xoài,2025,11,3357.28,214.72,25184.27
Khánh Hòa,Xoài,2025,12,3066.83,594.12,20564.76
Khánh Hòa,Xoài,2026,1,0.0,0.0,0.0
Khánh Hòa,Xoài,2026,2,0.0,0.0,0.0
Khánh Hòa,Xoài,2026,3,32732.969999999998,1355.08,22735.881811848747
Khánh Hòa,Xoài,2026,4,7312.43,1467.1000000000001,19493.09721218731
Khánh Hòa,Xoài,2026,5,0.0,0.0,0.0
Khánh Hòa,Xoài,2026,6,0.0,0.0,0.0
Khánh Hòa,Xoài,2026,7,0.0,0.0,0.0
Khánh Hòa,Ổi,2025,7,0.0,0.0,0.0
Khánh Hòa,Ổi,2025,8,0.0,0.0,0.0
Khánh Hòa,Ổi,2025,9,8866.25,481.55999999999995,16063.623607027164
Khánh Hòa,Ổi,2025,10,0.0,0.0,0.0
Khánh Hòa,Ổi,2025,11,0.0,0.0,0.0
Khánh Hòa,Ổi,2025,12,6865.18,1916.19,11932.86
Khánh Hòa,Ổi,2026,1,0.0,0.0,0.0
Khánh Hòa,Ổi,2026,2,5769.42,476.02,13573.91
Khánh Hòa,Ổi,2026,3,9440.08,1036.5900000000001,17295.267090749476
Khánh Hòa,Ổi,2026,4,0.0,34.91,18554.86
Khánh Hòa,Ổi,2026,5,11600.96,400.21,15570.61
Khánh Hòa,Ổi,2026,6,44797.55,2618.3199999999997,14156.406995210671
Khánh Hòa,Ổi,2026,7,0.0,801.12,14060.975154284002
Lai Châu,Bưởi,2025,7,0.0,0.0,0.0
Lai Châu,Bưởi,2025,8,0.0,0.0,0.0
Lai Châu,Bưởi,2025,9,0.0,0.0,0.0
Lai Châu,Bưởi,2025,10,0.0,0.0,0.0
Lai Châu,Bưởi,2025,11,0.0,0.0,0.0
Lai Châu,Bưởi,2025,12,1900.97,61.36,22561.77
Lai Châu,Bưởi,2026,1,0.0,267.26,22561.77
Lai Châu,Bưởi,2026,2,0.0,0.0,0.0
Lai Châu,Bưởi,2026,3,0.0,0.0,0.0
Lai Châu,Bưởi,2026,4,0.0,0.0,0.0
Lai Châu,Bưởi,2026,5,0.0,0.0,0.0
Lai Châu,Bưởi,2026,6,0.0,0.0,0.0
Lai Châu,Bưởi,2026,7,0.0,0.0,0.0
